id	prompt	waveId	transcription	recResult	language	meaning	edition	category
ST1-6565	Sag: Ich bin aus Irland	6565	i'm from ireland	i'm from ireland	correct	correct	ST1	A
ST1-6567	Frag: Sandalen	6567	i am looking for sandals	i am looking for sandals	correct	correct	ST1	A
ST1-6568	Frag: weisse Sandalen	6568	do you have white sandals	do you have white sandals	correct	correct	ST1	A
ST1-6569	Frag: Grösse 36	6569	i am a thirty-six	i am a thirty-six	correct	correct	ST1	A
ST1-6570	Frag: ein T-Shirt	6570	i would like a t-shirt	i would like a t-shirt	correct	correct	ST1	A
ST1-6571	Frag: Ich möchte die Rechnung	6571	can i have the bill	can i have the bill	correct	correct	ST1	A
ST1-6572	Sag: Ich möchte mit Visa bezahlen	6572	can i pay with visa	can i pay with visa	correct	correct	ST1	A
ST1-6573	Sag: Mir geht es gut	6573	i'm fine thanks	i'm fine thanks	correct	correct	ST1	A
ST1-6574	Frag: Stiefel	6574	i'd like some boots	i'd like some boots	correct	correct	ST1	A
ST1-6575	Frag: braune Stiefel	6575	i'd like brown boots please	i'd like brown boots please	correct	correct	ST1	A
ST1-6576	Frag: braune Stiefel	6576	brown boots please	brown boots please	correct	correct	ST1	A
ST1-6577	Frag: Grösse 43	6577	i'm a forty-three	i am a forty-three	correct	correct	ST1	A
ST1-6578	Frag: ein Hemd	6578	i want a shirt	i want a shirt	correct	correct	ST1	A
ST1-6579	Frag: ein pinkiges Hemd	6579	a pink shirt please	a pink shirt please	correct	correct	ST1	A
ST1-6580	Frag: eine L	6580	great	great	incorrect	incorrect	ST1	A
ST1-6581	Frag: eine L	6581	i'm a large	i'm a large	correct	correct	ST1	A
ST1-6582	Frag: Wie viel kostet es?	6582	how much is it	how much is it	correct	correct	ST1	A
ST1-6583	Sag: Das Hemd ist zu teuer	6583	the shirt is too expensive	the shirt is too expensive	correct	correct	ST1	A
ST1-6585	Frag: Sandalen	6585	i'd like sandals	i'd like sandals	correct	correct	ST1	A
ST1-6586	Frag: rote Sandalen	6586	i'd like red sandals	i'd like red sandals	correct	correct	ST1	A
ST1-6587	Frag: Grösse 41	6587	i am a forty-one	i am a forty-one	correct	correct	ST1	A
ST1-6588	Frag: Hosen	6588	i'd like trousers	i'd like trousers	correct	correct	ST1	A
ST1-6589	Frag: rote Hosen	6589	red trousers please	red trousers please	correct	correct	ST1	A
ST1-6590	Frag: eine S	6590	i am a small	i am a small	correct	correct	ST1	A
ST1-6591	Frag: Wie viel kostet die Hose?	6591	how much does the trousers cost	how much does the trousers cost	incorrect	correct	ST1	A
ST1-6592	Sag: Die Hose ist zu teuer	6592	no thank you the trousers is too expensive	no thank you the trousers is too expensive	incorrect	correct	ST1	A
ST1-6593	Sag: Die Hose ist zu teuer	6593	no thank you the trousers is too expensive	no thank you the trousers is too expensive	incorrect	correct	ST1	A
ST1-6594	Sag: Mir geht es gut	6594	thanks		incorrect	incorrect	ST1	A
ST1-6595	Sag: Mir geht es gut	6595	i'm fine thanks	i'm fine thanks	correct	correct	ST1	A
ST1-6596	Frag: Sandalen	6596	i'd like sandals	i'd like sandals	correct	correct	ST1	A
ST1-6597	Frag: blaue Sandalen	6597	i'd like blue sandals	i'd like blue sandals	correct	correct	ST1	A
ST1-6598	Frag: blaue Sandalen	6598	blue sandals please	blue sandals please	correct	correct	ST1	A
ST1-6599	Frag: Grösse 43	6599	i'm a forty-three	i am a forty-three	correct	correct	ST1	A
ST1-6600	Frag: ein Sweatshirt	6600	i would like a sweatshirt	i would like a sweatshirt	correct	correct	ST1	A
ST1-6601	Frag: ein rotes Sweatshirt	6601	i'd like a red sweatshirt	i'd like a red sweatshirt	correct	correct	ST1	A
ST1-6602	Frag: eine S	6602	i am a small	i am a small	correct	correct	ST1	A
ST1-6603	Frag: Wie viel kostet es?	6603	how much is it	how much is it	correct	correct	ST1	A
ST1-6604	Frag: Zimmer für 3 Nächte	6604	i want a room for three nights	i want a room for three nights	correct	correct	ST1	A
ST1-6605	Frag: Einzelzimmer	6605	single room	single room	correct	correct	ST1	A
ST1-6606	Sag: Ich möchte mit Kreditkarte bezahlen	6606	i want with pay credit card*z	i want with pay credit card	incorrect	correct	ST1	A
ST1-6607	Sag: Ich möchte mit Kreditkarte bezahlen	6607	i want with credit*z card pay	i want with card pay	incorrect	incorrect	ST1	A
ST1-6609	Frag: Gibt es einen Coiffeur?	6609	you have*z a coiffeur*v	you have a	incorrect	incorrect	ST1	A
ST1-6610	Frag: Gibt es einen Coiffeur?	6610	you have a coiffeur*v	you have a door	incorrect	incorrect	ST1	A
ST1-6611	Frag: Gibt es einen Coiffeur?	6611	is there a hairdresser	is there a hairdresser	correct	correct	ST1	A
ST1-6612	Frag: Wo ist der Coiffeur?	6612	where is the hairdresser	where is the hairdresser	correct	correct	ST1	A
ST1-6613	Sag: Ich habe keine Reservation	6613	i have no reservation*z	i have no reservation	correct	correct	ST1	A
ST1-6615	Sag: Ich habe keine Reservation	6615	no i do not have a reservation	no i do not have a reservation	correct	correct	ST1	A
ST1-6617	Frag: Zimmer für 7 Nächte	6617	a room for seven nights	a room for seven nights	correct	correct	ST1	A
ST1-6618	Frag: Zimmer für 7 Nächte	6618	room for seven nights	room for seven nights	correct	correct	ST1	A
ST1-6620	Sag: Ich möchte mit Mastercard bezahlen	6620	can i pay by mastercard	can i pay by mastercard	correct	correct	ST1	A
ST1-6621	Frag: Gibt es eine Hotelbar?	6621	nobody	nobody	incorrect	incorrect	ST1	A
ST1-6622	Frag: Gibt es eine Hotelbar?	6622	is there a hotel bear	is there a hotel bar	correct	correct	ST1	A
ST1-6623	Frag: Gibt es eine Hotelbar?	6623	is there a hotel bar	is there a hotel bar	correct	correct	ST1	A
ST1-6624	Frag: Wo ist die Hotelbar?	6624	where is the hotel bar	where is the hotel bar	correct	correct	ST1	A
ST1-6625	Sag: Mein Zimmer ist dreckig	6625	my room is terrible	my room is terrible	incorrect	incorrect	ST1	A
ST1-6626	Sag: Mein Zimmer ist dreckig	6626	my room is dirty	my room is dirty	correct	correct	ST1	A
ST1-6627	Sag: Im Zimmer hat es keinen Haarföhn	6627	i could not find my any hairdryer	i could not find my any hairdryer	incorrect	correct	ST1	A
ST1-6628	Frag: Wo kann ich einen Haarföhn kaufen?	6628	where can i buy a hairdryer	where can i buy a hairdryer	correct	correct	ST1	A
ST1-6629	Frag: 4 Tickets nach London	6629	i would like four tickets to london	i would like four tickets to london	correct	correct	ST1	A
ST1-6630	Sag: Ich möchte am Samstagnachmittag abreisen	6630	i would like to leave a saturday afternoon	i would like to leave a saturday afternoon	incorrect	correct	ST1	A
ST1-6631	Sag: Ich möchte am Samstagnachmittag abreisen	6631	i would like to leave on saturday afternoon	i would like to leave on saturday afternoon	correct	correct	ST1	A
ST1-6633	Sag: Ich heisse Erica	6633	my name is erica	my name is erica	correct	correct	ST1	A
ST1-6634	Sag: Ich bin aus der Schweiz	6634	i'm from switzerland	i'm from switzerland	correct	correct	ST1	A
ST1-6635	Sag: Ich heisse Patrick	6635	my name is patrick*z	my name is patrick	correct	correct	ST1	A
ST1-6637	Sag: Ich bin aus Spanien	6637	i'm from spain	i'm from spain	correct	correct	ST1	A
ST1-6638	Sag: Die Hauptstadt von Spanien ist Madrid	6638	the capital of spain is madrid	the capital of spain is madrid	correct	correct	ST1	A
ST1-6639	Sag: Ich habe 4 jüngere Brüder	6639	i have four younger brothers	i have four younger brothers	correct	correct	ST1	A
ST1-6640	Sag: Ich habe 4 jüngere Brüder	6640	ah i have four young brothers	i have four young brothers	incorrect	correct	ST1	A
ST1-6641	Sag: Ich habe 4 jüngere Brüder	6641	i have four younger brothers	i have four younger brothers	correct	correct	ST1	A
ST1-6642	Sag: Ich gehe in die Ferien	6642	i go to the holidays	i go to the holidays	incorrect	correct	ST1	A
ST1-6643	Sag: Ich gehe in die Ferien	6643	i'm going on holidays	i'm going on holidays	incorrect	correct	ST1	A
ST1-6644	Sag: Dies ist mein Pass	6644	this is my passport	this is my passport	correct	correct	ST1	A
ST1-6645	Frag: Zimmer für 4 Nächte	6645	a room	a room	incorrect	incorrect	ST1	A
ST1-6646	Frag: Zimmer für 4 Nächte	6646	a room for four nights	a room for four nights	correct	correct	ST1	A
ST1-6647	Frag: Zimmer für 4 Nächte	6647	a	a	incorrect	incorrect	ST1	A
ST1-6648	Frag: Einzelzimmer	6648	a single room	a single room	correct	correct	ST1	A
ST1-6649	Sag: Ich möchte mit Kreditkarte bezahlen	6649	can i pay by credit card	can i pay by credit card	correct	correct	ST1	A
ST1-6650	Frag: Gibt es einen Lift?	6650	do you have a lift	do you have a lift	correct	correct	ST1	A
ST1-6651	Frag: Wo ist der Lift?	6651	where is the lift	where is the lift	correct	correct	ST1	A
ST1-6652	Frag: Zimmer für 2 Nächte	6652	i'd like a room for two nights	i'd like a room for two nights	correct	correct	ST1	A
ST1-6653	Frag: Zimmer für 2 Nächte	6653	i would like a room for two nights	i would like a room for two nights	correct	correct	ST1	A
ST1-6654	Frag: Einzelzimmer	6654	i'd like a single room please	i'd like a single room please	correct	correct	ST1	A
ST1-6655	Frag: Einzelzimmer	6655	single room	single room	correct	correct	ST1	A
ST1-6656	Frag: Einzelzimmer	6656	single room	single room	correct	correct	ST1	A
ST1-6657	Sag: Ich möchte mit Kreditkarte bezahlen	6657	i want to buy with credit card please	i want to buy with credit card please	incorrect	correct	ST1	A
ST1-6659	Frag: Gibt es ein Hotelrestaurant?	6659	is there a hotel restaurant	is there a hotel restaurant	correct	correct	ST1	A
ST1-6660	Frag: Gibt es ein Hotelrestaurant?	6660	is there a hotel restaurant	is there a hotel restaurant	correct	correct	ST1	A
ST1-6661	Frag: Gibt es ein Hotelrestaurant?	6661	is there a hotel restaurant	is there a hotel restaurant	correct	correct	ST1	A
ST1-6662	Frag: Wo ist das Hotelrestaurant?	6662	where is the hotel restaurant	where is the hotel restaurant	correct	correct	ST1	A
ST1-6663	Frag: 4 Tickets nach London	6663	i would like four tickets for london please	i would like four tickets for london please	correct	correct	ST1	A
ST1-6664	Frag: 4 Tickets nach London	6664	i want four tickets to london	i want four tickets to london	correct	correct	ST1	A
ST1-6665	Frag: 4 Tickets nach London	6665	i want four tickets to london	i want four tickets to london	correct	correct	ST1	A
ST1-6666	Sag: Ich möchte um 13 Uhr morgen abreisen	6666	i would like to leave tomorrow at one p m	i would like to leave tomorrow at one p m	correct	correct	ST1	A
ST1-6667	Sag: Ich heisse Brian	6667	my name is brian	my name is brian	correct	correct	ST1	A
ST1-6668	Sag: Ich bin aus Amerika	6668	i'm from america	i'm from america	correct	correct	ST1	A
ST1-6669	Sag: Mir geht es gut	6669	i'm okay	i'm okay	correct	correct	ST1	A
ST1-6670	Sag: Mir geht es gut	6670	i am good	i am good	correct	correct	ST1	A
ST1-6671	Frag: Stiefel	6671	i would like to buy some boots	i would like to buy some boots	correct	correct	ST1	A
ST1-6672	Frag: Stiefel	6672	i would like to buy some boots	i would like to buy some boots	correct	correct	ST1	A
ST1-6673	Frag: Stiefel	6673	i would like to buy some boots	i would like to buy some boots	correct	correct	ST1	A
ST1-6674	Frag: weisse Stiefel	6674	i want to buy white boots	i want to buy white boots	correct	correct	ST1	A
ST1-6675	Frag: Grösse 36	6675	thirty six	thirty six	correct	correct	ST1	A
ST1-6676	Frag: Grösse 36	6676	i am a thirty six	i am a thirty six	correct	correct	ST1	A
ST1-6677	Frag: Hosen	6677	i'm looking for trou*a	i'm looking for brown	incorrect	incorrect	ST1	A
ST1-6678	Frag: braune Hosen	6678	i am looking for brown tr*a trousers	i am looking for brown for trousers	correct	correct	ST1	A
ST1-6680	Frag: eine L	6680	i need a large	i need a large	correct	correct	ST1	A
ST1-6681	Frag: Wie viel kostet es?	6681	how much is it	how much is it	correct	correct	ST1	A
ST1-6682	Sag: Die Hose ist zu teuer	6682	the trousers*z is too expensive	the trousers is too expensive	incorrect	incorrect	ST1	A
ST1-6683	Frag: ein Wasser ohne Kohlensäure	6683	i would like a still water	i would like a still water	correct	correct	ST1	A
ST1-6684	Frag: ein Steak	6684	i'd like a steak	i'd like a steak	correct	correct	ST1	A
ST1-6685	Frag: mein Steak rare	6685	i like my steak rare	i like my steak rare	correct	correct	ST1	A
ST1-6686	Frag: Karroten	6686	i would like some carrots	i would like some carrots	correct	correct	ST1	A
ST1-6687	Frag: Ich möchte die Dessertkarte	6687	i like the dessert card	i like the dessert card	incorrect	correct	ST1	A
ST1-6688	Frag: Ich möchte die Dessertkarte	6688	i would like the dessert card	i would like the dessert card	incorrect	correct	ST1	A
ST1-6689	Frag: Ich möchte die Dessertkarte	6689	could i see the dessert menu	could i see the dessert menu	correct	correct	ST1	A
ST1-6690	Frag: Schokoladenglace	6690	i would like the chocolate glace*v	i would like the chocolate row	incorrect	incorrect	ST1	A
ST1-6691	Frag: Schokoladenglace	6691	i would like the chocolate ice cream	i would like the chocolate ice cream	correct	correct	ST1	A
ST1-6692	Frag: Ich möchte die Rechnung	6692	i would like the bill	i would like the bill	correct	correct	ST1	A
ST1-6695	Sag: Ich heisse Thomas	6695	my name is thomas	my name is thomas	correct	correct	ST1	A
ST1-6696	Sag: Ich bin aus Spanien	6696	i'm from spain	i'm from spain	correct	correct	ST1	A
ST1-6697	Sag: Ich bin aus Spanien	6697	i am from spain	i am from spain	correct	correct	ST1	A
ST1-6698	Sag: Die Hauptstadt von Spanien ist Madrid	6698	the capital from spain is madrid	the capital from spain is madrid	incorrect	correct	ST1	A
ST1-6699	Sag: Ich habe 2 ältere Schwestern	6699	i have got two big sisters	i have got two big sisters	correct	correct	ST1	A
ST1-6700	Frag: Zimmer für 5 Nächte	6700	hello i want a room for five nights	hello i want a room for five nights	correct	correct	ST1	A
ST1-6701	Frag: Zimmer für 5 Nächte	6701	i want a room for five nights	i want a room for five nights	correct	correct	ST1	A
ST1-6702	Frag: Einzelzimmer	6702	um i'd like a single room	um i'd like a single room	correct	correct	ST1	A
ST1-6703	Frag: Einzelzimmer	6703	i'd like a single room	i'd like a single room	correct	correct	ST1	A
ST1-6704	Frag: Einzelzimmer	6704	i'd like a single room	i'd like a single room	correct	correct	ST1	A
ST1-6705	Sag: Ich möchte mit Visa bezahlen	6705	um i want to pay with visa	i want to pay with visa	correct	correct	ST1	A
ST1-6706	Sag: Ich möchte mit Visa bezahlen	6706	i want to pay with visa	i want to pay with visa	correct	correct	ST1	A
ST1-6707	Sag: Ich möchte mit Visa bezahlen	6707	i i i want to pay with visa	i want to pay with visa	correct	correct	ST1	A
ST1-6708	Frag: Gibt es ein Schwimmbad?	6708	um does it have a	does it have	incorrect	incorrect	ST1	A
ST1-6709	Frag: Gibt es ein Schwimmbad?	6709	um does it have a a swimming pool	does it have a swimming pool	correct	correct	ST1	A
ST1-6710	Frag: Gibt es ein Schwimmbad?	6710	does it have a swimming pool	does it have a swimming pool	correct	correct	ST1	A
ST1-6711	Frag: ein Ticket nach London	6711	um i need a ticket to london	um i need a ticket to london	correct	correct	ST1	A
ST1-6712	Frag: ein Ticket nach London	6712	i need a ticket to london	i need a ticket to london	correct	correct	ST1	A
ST1-6713	Frag: ein Ticket nach London	6713	i need a ticket to london	i need a ticket to london	correct	correct	ST1	A
ST1-6714	Sag: Ich möchte um 18 Uhr morgen abreisen	6714	i want to leave	i want to leave	incorrect	incorrect	ST1	A
ST1-6716	Sag: Ich möchte um 18 Uhr morgen abreisen	6716	i want to leave at six o'clock tomorrow	i want to leave at six o'clock tomorrow	correct	correct	ST1	A
ST1-6717	Sag: Ich heisse Jack	6717	my name is jack	my name is jack	correct	correct	ST1	A
ST1-6718	Sag: Ich bin aus Portugal	6718	i'm from portugal	i'm from portugal	correct	correct	ST1	A
ST1-6719	Frag: ein Ticket nach London	6719	i need a ticket to london	i need a ticket to london	correct	correct	ST1	A
ST1-6720	Sag: Ich möchte am Samstagabend abreisen	6720	i want to leave at saturday night	i want to leave at saturday night	incorrect	correct	ST1	A
ST1-6721	Sag: Ich möchte am Samstagabend abreisen	6721	i want to leave on saturday night	i want to leave on saturday night	correct	correct	ST1	A
ST1-6722	Sag: Ich möchte am Samstagabend abreisen	6722	i want to leave on saturday night	i want to leave on saturday night	correct	correct	ST1	A
ST1-6723	Sag: Ich heisse Thomas	6723	my name is thomas	my name is thomas	correct	correct	ST1	A
ST1-6724	Sag: Ich heisse Thomas	6724	my name is thomas	my name is thomas	correct	correct	ST1	A
ST1-6725	Sag: Ich bin aus Österreich	6725	i'm from austria	i'm from austria	correct	correct	ST1	A
ST1-6726	Frag: ein Ticket nach London	6726	i need a ticket to london	i need a ticket to london	correct	correct	ST1	A
ST1-6727	Frag: ein Ticket nach London	6727	i need a ticket to london	i need a ticket to london	correct	correct	ST1	A
ST1-6728	Frag: ein Ticket nach London	6728	i need a ticket to london	i need a ticket to london	correct	correct	ST1	A
ST1-6729	Sag: Ich möchte am Montag abreisen	6729	i want to leave on monday	i want to leave on monday	correct	correct	ST1	A
ST1-6730	Sag: Ich heisse Mona	6730	my name is mona	my name is mona	correct	correct	ST1	A
ST1-6731	Sag: Ich bin aus Österreich	6731	i'm from austria	i'm from austria	correct	correct	ST1	A
